student_id,classes_attended,classes_total,study_hours_per_week,assignments_submitted,assignments_total,quiz_points_earned,quiz_points_possible,discussion_posts,office_hours_visits,sleep_hours,work_hours_per_week,commute_minutes,prior_gpa,late_submissions,practice_exam_points,practice_exam_possible,lms_logins_last_30_days
S04017,26,30,6.4,10,10,66,90,7,2,6.4,9.7,37.6,3.23,5,65,100,40
S04018,22,26,7.1,10,12,80,120,2,4,7.6,22.4,53.3,2.24,4,61,80,18
S04019,18,30,5.4,6,10,51,100,5,4,6.7,12.4,32.5,2.1,5,53,80,24
S04020,20,26,9.7,10,12,72,110,8,3,5.9,0.6,10.1,3.09,2,61,90,54
S04021,28,28,12.7,11,12,88,120,8,6,8.0,17.5,12.9,2.36,2,80,100,68
S04022,17,26,6.6,8,13,53,90,4,2,5.8,19.6,38.3,2.49,6,41,80,41
S04023,28,28,12.5,10,11,69,100,6,2,7.1,7.3,17.2,3.46,0,88,100,49
S04024,16,26,6.8,7,10,91,120,10,3,6.6,17.8,0.1,2.5,5,54,100,46
S04025,19,30,8.9,11,13,81,110,5,4,7.6,9.3,25.6,3.74,0,76,90,52
S04026,15,24,3.9,5,11,47,120,0,0,8.3,19.3,17.5,2.74,5,43,100,13
S04027,21,30,9.2,9,11,76,100,4,1,7.0,17.6,43.4,2.58,7,49,80,36
S04028,22,28,7.7,9,10,70,90,8,4,6.8,19.7,0,3.03,1,89,100,49
S04029,11,24,6.4,10,13,77,100,4,0,8.2,18.5,45.7,3.82,8,82,90,24
S04030,19,26,7.9,8,11,89,120,0,2,6.3,17.8,30.3,2.69,6,64,90,51
S04031,26,30,12.3,9,11,85,90,9,3,8.6,0,0,3.36,1,76,100,43
S04032,22,30,7.7,9,10,105,120,4,3,7.3,4.0,46.1,3.31,3,67,90,28
S04033,17,26,8.6,6,11,60,100,1,2,8.8,8.9,0,2.4,0,51,90,33
S04034,20,28,7.2,8,11,90,110,7,2,7.3,7.0,56.6,2.77,2,72,100,31
S04035,20,26,10.6,11,12,98,110,3,0,6.9,13.0,4.6,2.71,2,70,90,32
S04036,9,24,3.0,5,10,81,110,0,0,6.7,22.5,70.3,3.16,10,63,80,2
S04037,19,24,6.8,8,11,70,100,7,1,7.5,6.7,23.3,2.36,3,54,80,19
S04038,20,28,5.4,6,11,69,90,0,2,6.1,6.3,21.7,2.09,3,50,80,12
S04039,12,26,2.8,7,13,76,120,4,0,8.3,9.4,17.5,3.2,6,64,100,17
S04040,17,24,15.4,11,12,80,110,10,4,7.9,21.1,16.3,3.13,3,77,90,49
S04041,19,30,3.5,7,13,90,110,0,0,7.4,14.2,27.4,2.55,7,51,80,24
S04042,20,24,6.7,11,12,85,100,1,2,7.2,21.4,28.7,3.46,5,71,80,37
S04043,15,24,4.4,5,11,56,90,0,2,7.6,21.6,50.6,2.66,5,43,80,17
S04044,17,24,6.3,7,12,63,120,4,0,6.2,7.8,15.6,2.73,1,81,100,58
S04045,18,24,9.0,8,10,72,90,4,3,5.9,17.6,53.1,3.13,2,54,80,31
S04046,22,24,6.7,9,10,52,90,9,3,7.3,0,12.5,2.68,1,59,100,67
S04047,22,30,0.7,7,12,42,100,3,3,7.2,13.8,16.9,2.04,4,45,90,19
S04048,17,30,1.8,7,10,70,90,8,5,8.4,0,42.1,2.04,0,67,80,7
S04049,20,24,9.4,9,11,66,90,5,2,7.0,20.6,22.8,3.84,8,55,80,36
S04050,18,26,6.3,8,10,94,120,1,0,5.9,25.1,34.9,2.17,8,55,90,27
S04051,23,24,16.9,13,13,78,90,8,7,7.0,10.8,13.6,3.43,0,80,90,57
S04052,23,30,8.9,9,12,70,120,5,2,8.1,6.8,31.0,2.26,6,57,80,45
S04053,14,24,6.3,11,13,71,90,3,1,6.6,11.8,9.4,3.24,7,71,90,25
S04054,16,26,6.8,9,12,52,90,4,2,6.8,9.3,39.6,2.2,5,56,90,14
S04055,21,26,7.4,8,13,71,120,1,2,7.4,11.4,36.0,1.97,5,56,100,22
S04056,24,30,9.4,10,10,100,120,7,3,6.2,25.6,28.7,2.81,4,63,80,18
S04057,23,28,4.9,9,11,38,90,2,1,7.9,4.9,21.6,2.91,5,60,100,4
S04058,21,28,4.6,10,12,62,90,2,3,7.1,15.6,7.0,3.14,4,70,90,29
S04059,19,24,8.6,7,12,73,90,8,1,4.8,13.4,17.0,2.56,3,63,100,17
S04060,18,24,9.3,9,10,92,120,8,6,7.3,21.6,41.9,3.28,3,50,80,11
S04061,28,28,12.1,8,10,97,120,7,4,8.2,4.8,0,2.57,0,81,90,34
S04062,18,24,8.6,8,10,66,120,7,2,7.5,19.6,12.1,2.63,4,53,90,66
S04063,20,28,5.9,7,11,87,120,2,1,8.3,0,0,2.7,6,73,90,21
S04064,15,28,3.9,6,12,55,100,0,0,6.5,23.2,46.6,2.48,3,61,90,28
S04065,18,24,8.8,11,12,64,100,6,5,6.1,4.0,42.1,2.63,4,69,100,24
S04066,20,28,6.6,6,10,96,120,1,5,7.5,10.1,24.5,3.72,3,58,80,44
S04067,18,24,4.8,11,13,67,90,9,4,6.9,14.2,31.3,2.59,2,96,100,25
S04068,21,30,5.8,7,12,67,100,7,3,5.8,11.1,49.0,2.16,2,67,90,16
S04069,28,28,14.0,11,11,90,90,14,4,8.4,5.9,22.7,3.05,0,83,90,61
S04070,16,24,8.2,7,10,85,110,5,1,8.0,2.0,28.4,3.8,3,60,100,22
S04071,19,24,10.5,10,10,81,100,9,2,8.5,9.2,0,2.75,1,58,80,74
S04072,18,26,1.5,6,12,76,120,2,1,7.5,13.0,24.7,2.47,5,52,100,15
S04073,19,30,2.0,9,12,68,100,3,1,6.3,16.6,37.0,3.18,5,53,80,31
S04074,25,28,8.2,11,13,94,100,3,4,7.3,6.4,13.2,2.58,7,66,80,42
S04075,17,26,8.2,11,13,62,90,11,3,6.3,14.8,19.2,2.94,4,63,90,38
S04076,20,24,3.6,8,13,87,110,3,3,7.1,4.8,43.3,2.62,5,54,90,41
S04077,26,26,15.5,8,11,66,90,8,5,7.9,11.2,12.9,2.69,0,71,80,71
S04078,17,30,8.8,11,11,72,90,7,5,7.6,12.8,36.8,3.3,0,64,80,32
S04079,23,30,6.2,10,13,51,90,2,1,7.2,3.3,22.1,2.89,1,35,90,33
S04080,25,28,4.2,10,10,58,90,9,0,7.1,20.4,33.9,2.63,3,48,90,34
S04081,23,28,3.6,7,10,86,120,0,4,8.3,12.0,47.7,2.07,2,60,90,30
S04082,23,28,5.5,13,13,68,90,7,3,8.1,17.1,35.1,3.43,6,83,90,48
S04083,23,26,10.5,6,10,86,100,7,3,7.3,0,29.0,2.87,1,79,100,27
S04084,26,28,14.7,10,11,112,120,6,6,6.9,15.8,29.0,2.81,1,69,80,53
S04085,22,28,8.2,9,12,82,120,4,4,6.9,5.8,1.4,2.71,4,59,80,32
S04086,16,26,7.0,7,10,110,110,1,1,7.4,5.7,30.8,3.19,6,59,90,2
S04087,21,30,12.8,11,11,79,90,5,1,8.2,9.3,4.6,3.31,4,74,80,26
S04088,24,24,7.2,10,10,87,120,4,2,6.2,8.9,36.8,2.09,1,64,90,47
S04089,24,30,9.4,8,10,66,100,8,5,6.9,1.9,17.1,3.35,0,81,100,38
S04090,15,24,2.9,8,11,51,110,2,2,6.9,14.0,28.6,2.51,6,62,100,29
S04091,27,30,12.4,10,12,65,110,6,3,6.5,0,11.9,2.65,2,61,80,44
S04092,18,26,5.0,10,13,57,110,7,0,8.8,12.7,5.3,2.57,0,51,90,35
S04093,20,24,10.6,9,10,67,90,4,3,7.8,0,22.1,3.34,4,68,90,22
S04094,24,30,10.8,11,12,98,110,12,2,6.8,19.2,19.0,3.16,0,74,90,28
S04095,17,28,0.3,9,11,111,120,3,0,6.8,7.9,27.9,3.1,5,60,90,21
S04096,9,26,6.2,9,12,81,110,6,4,7.1,15.1,34.2,3.88,9,80,100,2
S04097,16,30,2.8,8,12,76,100,5,4,7.1,18.0,24.1,2.14,6,60,100,29
S04098,24,28,12.9,9,12,88,120,9,4,6.4,3.1,27.5,2.35,1,56,80,53
S04099,21,28,13.4,11,11,90,90,5,3,8.4,10.3,27.3,2.75,4,90,100,36
S04100,22,24,11.8,8,11,77,100,7,1,7.9,8.2,28.6,2.28,6,71,100,47
S04101,16,30,1.7,6,10,84,120,7,0,6.2,23.5,54.3,3.35,7,58,100,25
S04102,24,30,8.6,9,11,103,120,9,1,7.8,19.9,29.6,3.2,2,92,100,43
S04103,16,30,4.2,10,13,63,110,3,3,5.7,13.5,9.7,2.74,4,35,90,19
S04104,17,24,9.5,8,11,60,110,1,1,7.9,17.6,28.8,2.76,7,75,80,18
S04105,18,26,10.1,8,10,101,120,5,2,8.2,9.4,16.8,2.91,4,63,100,54
S04106,15,24,4.8,10,13,72,120,0,1,5.8,5.7,16.2,1.85,3,59,100,35
S04107,19,24,11.9,11,12,96,110,9,5,6.7,13.8,38.3,2.92,4,64,90,43
S04108,17,26,11.0,5,11,75,100,1,0,7.4,1.2,19.1,3.03,4,72,90,21
S04109,16,24,5.8,8,10,76,90,4,3,7.1,10.8,31.1,2.91,2,64,90,31
S04110,19,24,12.8,10,10,90,90,5,6,8.4,0,0,3.74,0,94,100,57
S04111,19,24,12.5,11,11,82,90,12,4,7.4,21.3,52.9,2.57,2,95,100,40
S04112,19,26,10.2,8,10,74,100,4,2,7.4,21.8,15.0,2.39,3,59,90,30
S04113,18,30,6.2,12,13,73,100,6,4,6.3,6.8,36.0,1.95,0,66,90,28
S04114,22,26,7.8,11,13,57,100,5,4,8.4,8.4,12.8,3.2,7,43,80,46
S04115,19,30,3.3,6,12,64,90,5,1,6.7,26.0,22.7,3.18,6,58,90,26
S04116,23,28,6.5,8,13,49,100,6,2,7.4,21.0,15.1,1.75,1,54,90,38
S04117,23,30,11.4,7,11,84,120,10,2,6.7,19.0,52.5,3.33,6,62,90,14
S04118,16,24,6.2,5,10,68,110,0,2,7.2,8.8,32.1,2.92,5,63,100,9
S04119,22,30,11.4,8,10,87,100,6,4,6.0,17.2,29.8,2.55,3,80,100,36
S04120,19,30,7.3,7,11,71,110,0,2,6.5,12.5,42.2,2.64,1,72,100,26
S04121,17,24,6.7,10,12,74,90,7,0,6.9,8.6,15.7,4.0,4,58,80,29
S04122,15,26,6.9,6,10,73,90,3,2,7.9,12.4,37.8,3.24,4,79,100,34
S04123,23,28,10.1,8,12,74,90,1,2,6.6,20.1,14.3,2.9,3,77,100,15
S04124,23,30,9.0,8,11,69,90,7,2,5.6,19.2,42.8,3.0,2,87,100,34
S04125,16,30,0,4,11,44,110,2,0,6.8,3.4,8.4,1.7,4,32,90,31
S04126,23,26,5.9,8,11,63,90,9,2,9.1,0,8.9,2.8,4,48,90,52
S04127,17,26,5.4,6,10,38,90,6,5,5.8,15.4,36.7,2.57,6,73,100,7
S04128,15,24,2.4,5,10,62,100,0,0,8.4,0.5,27.9,3.68,6,48,90,33
S04129,12,24,1.7,7,10,48,100,3,0,6.7,24.4,17.1,2.47,3,42,90,2
S04130,27,30,8.1,10,13,108,120,12,1,6.5,16.1,26.0,3.46,1,75,80,17
S04131,17,26,9.2,7,12,78,110,10,2,7.1,3.5,21.3,3.2,6,45,80,36
S04132,29,30,6.7,12,13,78,90,5,2,6.8,3.8,13.2,2.8,2,54,80,28
S04133,20,30,5.1,8,10,79,110,2,1,7.2,9.4,21.7,2.96,3,59,90,41
S04134,12,26,3.9,8,11,39,90,5,3,5.8,8.8,1.5,2.15,4,54,90,35
S04135,19,30,9.3,11,12,61,90,10,2,6.1,24.3,55.6,3.12,7,67,80,36
S04136,11,24,5.1,7,12,43,90,3,1,6.2,9.2,0.6,1.91,7,47,90,23
S04137,19,24,10.3,11,13,69,90,7,3,7.2,17.7,24.7,3.54,7,68,90,48
S04138,8,24,0,7,12,87,110,4,2,6.4,13.2,29.8,2.92,7,58,80,3
S04139,15,26,6.5,4,10,79,100,4,2,7.5,6.7,55.2,2.41,4,60,90,52
S04140,18,28,8.4,7,10,64,110,2,2,8.6,11.2,19.0,2.6,1,70,100,17
S04141,27,30,10.2,10,10,89,110,6,3,8.3,16.9,23.7,2.49,1,84,90,28
S04142,24,24,7.3,7,10,78,110,7,4,7.9,8.4,0,2.61,7,55,90,30
S04143,21,28,8.5,8,10,73,90,4,3,6.0,5.0,17.3,3.4,0,70,90,61
S04144,23,30,8.4,9,12,65,90,8,3,6.1,8.9,42.2,1.95,2,68,80,45
S04145,18,30,11.0,13,13,86,100,6,4,6.0,13.0,19.7,3.96,8,85,100,28
S04146,26,28,12.2,8,10,66,90,1,3,7.7,14.7,39.5,2.68,3,74,80,33
S04147,25,28,6.1,10,12,87,100,5,2,7.9,9.2,39.6,3.67,2,57,80,61
S04148,21,28,7.5,9,10,86,110,14,3,7.2,17.5,49.7,1.99,0,75,100,35
S04149,21,30,6.9,9,11,70,90,6,4,6.5,7.5,3.7,2.24,4,66,90,33
S04150,19,28,3.2,6,13,66,100,3,0,8.0,3.7,11.5,2.4,5,49,80,28
S04151,22,26,9.4,10,10,88,100,10,4,6.8,8.4,13.0,2.83,2,67,90,56
S04152,19,28,10.4,11,13,120,120,8,1,5.9,24.4,38.9,3.11,4,70,90,35
S04153,25,28,10.8,9,11,69,100,12,0,6.0,11.1,11.8,3.31,4,75,90,39
S04154,24,26,11.1,13,13,90,110,6,2,7.8,13.5,31.1,2.72,3,47,80,48
S04155,11,24,3.5,8,10,90,120,1,1,5.2,25.1,17.5,2.56,5,66,80,26
S04156,16,30,2.3,5,12,59,100,0,0,7.3,7.7,32.8,1.98,8,61,80,11
S04157,20,24,6.5,10,11,88,120,12,5,7.9,0,0.2,2.72,2,65,90,34
S04158,16,28,5.3,5,10,84,110,2,0,6.4,1.9,20.2,2.52,5,85,100,32
S04159,24,28,7.8,10,12,79,110,9,3,8.4,9.8,0,3.53,1,83,100,36
S04160,27,30,14.6,9,10,76,110,10,5,6.3,7.9,33.5,3.16,5,60,80,50
S04161,22,24,6.1,8,11,80,120,4,1,7.2,6.4,44.7,2.32,2,57,80,39
S04162,18,24,3.5,8,12,84,90,5,2,7.5,15.7,28.6,2.72,3,50,80,24
S04163,20,28,8.6,9,12,90,110,0,2,7.9,0,10.1,2.88,0,64,90,42
S04164,17,30,2.9,7,13,68,110,4,2,7.3,17.1,27.3,2.15,6,61,90,17
S04165,26,26,12.0,10,12,96,120,8,2,6.9,0,0,3.66,0,64,80,70
S04166,18,28,1.9,7,11,80,90,6,0,6.0,6.3,33.2,3.31,0,76,100,22
S04167,14,24,9.4,10,10,88,100,2,3,7.8,20.8,36.7,3.91,3,87,100,15
S04168,19,30,2.3,7,12,58,110,4,0,8.1,4.4,49.3,2.98,5,65,100,31
S04169,22,26,7.7,6,12,61,100,8,6,5.9,21.5,20.0,2.64,5,55,80,18
S04170,22,30,6.0,9,12,80,100,7,0,8.3,10.4,0,3.08,6,52,90,57
S04171,15,24,8.0,7,10,73,120,8,1,7.3,11.7,1.7,3.79,0,71,100,63
S04172,19,30,6.3,9,12,74,100,6,2,6.4,11.4,9.9,2.54,5,63,100,49
S04173,16,24,12.8,10,12,86,90,3,2,8.1,9.0,33.5,4.0,4,92,100,34
S04174,15,30,1.7,8,11,85,110,0,0,7.0,15.7,53.4,2.88,7,64,100,21
S04175,23,30,5.1,7,12,91,110,2,1,6.3,14.7,20.0,2.16,3,56,80,30
S04176,19,26,8.5,11,11,99,120,6,3,7.8,25.3,23.9,3.02,3,82,100,35
S04177,20,24,5.0,8,11,69,100,3,2,6.9,21.7,42.1,3.01,4,59,90,13
S04178,19,24,7.3,8,13,92,120,2,1,6.3,31.0,26.5,3.0,2,72,90,43
S04179,16,24,8.5,6,12,55,100,3,2,6.0,2.6,25.1,2.05,3,59,100,26
S04180,25,30,4.6,9,12,50,90,3,0,7.6,8.1,17.6,2.52,5,44,100,42
S04181,23,30,9.0,8,12,99,120,3,4,5.9,0.9,3.8,3.78,2,81,100,32
S04182,16,26,5.9,7,13,42,90,2,0,6.0,25.1,42.0,2.47,6,46,80,6
S04183,19,26,4.8,8,11,76,120,7,3,8.2,4.4,30.0,2.44,3,58,80,34
S04184,23,28,4.7,8,10,70,90,2,2,7.0,13.5,7.0,2.66,2,72,90,35
S04185,15,24,11.5,10,12,90,90,4,3,7.5,16.1,17.6,4.0,4,94,100,28
S04186,10,30,0,6,10,53,90,0,0,8.0,2.2,50.3,3.1,7,50,80,11
S04187,25,30,9.1,10,10,85,90,6,0,7.1,0,33.0,3.08,4,65,100,51
S04188,23,30,5.5,10,12,87,120,7,3,7.8,14.6,10.3,2.61,2,59,100,46
S04189,25,28,11.2,7,11,98,120,4,2,8.7,4.1,0,3.0,5,66,90,57
S04190,23,30,7.8,9,11,101,120,5,2,6.5,0,36.4,3.28,4,58,90,41
S04191,21,30,7.7,7,10,77,100,1,0,8.4,15.3,15.5,2.66,3,74,90,34
S04192,19,26,1.4,9,13,62,90,0,2,6.1,15.7,30.5,2.44,6,53,100,43
S04193,13,24,9.0,11,11,92,100,8,2,5.2,28.9,51.1,4.0,6,84,90,21
S04194,14,26,10.2,7,10,63,100,6,1,8.3,5.6,40.5,2.6,4,58,80,34
S04195,11,24,3.8,7,10,65,90,0,0,6.0,24.6,48.4,3.19,6,55,80,39
S04196,24,26,14.1,9,13,76,110,10,5,7.8,5.2,11.1,3.11,2,82,100,50
S04197,27,30,8.9,8,10,66,110,10,5,8.0,10.2,28.5,3.4,3,74,90,44
S04198,14,28,7.1,8,11,83,120,3,5,6.7,16.4,61.1,3.79,6,86,100,20
S04199,17,26,1.7,7,13,40,110,3,0,5.0,6.8,27.8,3.06,6,55,100,8
S04200,17,26,6.9,11,13,63,100,2,2,5.6,0,2.6,2.82,4,45,80,24
S04201,21,24,7.6,11,12,117,120,8,4,7.2,16.9,44.4,3.25,4,62,90,62
S04202,21,30,4.3,8,12,80,120,7,2,5.3,19.8,54.2,2.5,9,40,90,13
S04203,22,24,11.4,10,13,88,110,6,2,6.1,11.8,52.9,3.44,2,79,90,31
S04204,16,28,5.7,10,12,57,90,2,3,7.1,31.4,9.9,2.3,8,62,80,27
S04205,20,28,8.3,9,13,79,110,2,2,6.6,21.2,49.3,3.01,10,51,80,29
S04206,22,30,8.6,8,11,70,110,5,1,7.0,7.1,17.0,3.57,5,70,100,19
S04207,17,28,4.6,7,11,53,90,1,0,7.3,18.6,21.0,3.41,4,49,80,39
S04208,20,24,7.1,8,11,85,110,4,3,5.9,12.5,46.3,1.7,4,58,80,49
S04209,15,24,7.3,9,10,50,90,11,3,6.2,12.6,48.6,2.75,5,54,80,30
S04210,23,24,7.9,8,10,74,100,5,3,7.9,8.5,14.2,3.01,1,69,100,50
S04211,28,28,8.6,9,10,110,120,9,5,7.8,0.6,25.8,2.53,1,73,90,60
S04212,17,26,5.8,11,12,69,90,7,2,7.3,12.5,12.7,3.02,5,57,100,21
S04213,11,24,5.7,6,12,81,120,0,2,8.5,3.6,30.2,2.91,7,71,100,16
S04214,25,28,8.3,9,10,85,120,4,3,6.9,18.2,35.6,2.92,4,64,100,33
S04215,17,30,6.2,5,10,74,110,4,1,5.9,5.8,20.9,2.49,6,52,90,42
S04216,21,30,10.2,12,12,69,90,9,3,9.1,20.0,54.9,3.58,2,66,80,39
S04217,16,30,11.0,11,11,95,120,5,1,7.5,8.4,35.3,3.27,3,61,80,30
S04218,24,30,5.2,7,10,76,110,5,3,7.3,0.4,44.8,2.72,4,60,90,43
S04219,23,28,5.9,10,13,62,110,6,4,7.2,4.2,19.4,2.13,2,39,80,23
S04220,14,26,8.3,11,11,82,100,7,1,7.5,21.3,47.3,2.66,5,69,100,31
S04221,21,24,1.1,7,10,59,100,1,4,6.5,14.9,7.6,2.12,3,63,90,44
S04222,22,24,11.9,10,13,70,90,7,2,6.0,3.6,30.1,2.74,2,69,100,53
S04223,20,24,6.1,11,13,83,110,7,2,5.4,4.4,33.6,3.12,3,68,80,15
S04224,17,28,5.9,7,11,46,90,6,1,6.1,13.1,30.0,2.83,3,56,80,18
S04225,18,30,0,9,13,48,90,0,3,7.3,7.9,45.1,2.15,4,41,100,3
S04226,12,24,4.0,6,10,76,120,0,1,7.1,19.4,1.7,2.92,8,55,90,24
S04227,28,30,11.3,10,13,89,120,4,4,8.2,14.9,22.9,2.86,0,65,100,51
S04228,23,30,9.3,9,10,110,120,2,3,4.9,5.4,33.7,3.32,5,100,100,40
S04229,26,26,14.5,11,11,115,120,10,5,7.5,9.4,6.1,3.53,0,92,100,52
S04230,28,30,11.5,8,10,75,120,11,3,7.0,12.9,57.4,2.08,2,68,90,59
S04231,20,26,9.1,7,12,72,110,5,3,8.3,17.1,23.7,3.35,2,66,90,45
S04232,15,24,3.2,8,13,81,110,4,0,6.8,18.5,40.6,1.85,7,73,100,11
S04233,28,30,7.4,8,11,57,90,7,4,7.6,14.1,13.4,2.23,0,79,100,74
S04234,26,28,9.0,6,13,85,120,0,2,8.1,11.8,1.5,2.84,6,62,100,54
S04235,23,26,9.9,8,11,83,110,9,4,7.3,6.5,7.4,2.9,0,77,100,74
S04236,18,24,13.3,9,13,76,100,2,1,6.9,10.2,0,2.96,5,61,90,15
S04237,11,24,2.2,6,11,76,110,0,2,6.3,14.7,30.8,3.25,5,70,90,9
S04238,24,26,9.6,8,10,63,90,10,6,7.2,5.4,0,2.63,2,71,100,56
S04239,22,28,8.6,10,10,95,110,8,2,7.1,1.8,16.4,3.07,0,77,100,43
S04240,19,30,5.7,8,10,92,120,1,0,6.6,18.0,52.7,3.3,6,100,100,42
S04241,25,26,4.2,6,12,75,110,7,2,6.6,9.1,20.8,2.09,4,56,80,31
S04242,28,30,5.1,7,10,86,120,9,4,7.6,16.6,35.9,3.11,7,68,80,28
S04243,20,24,8.2,10,10,65,90,11,2,6.9,2.7,23.9,1.79,1,55,100,40
S04244,16,28,7.8,11,13,95,110,5,2,6.8,10.0,10.2,2.8,4,50,80,51
S04245,20,24,8.7,11,12,82,110,5,4,7.8,5.4,17.1,3.37,4,70,90,39
S04246,19,26,9.8,12,13,76,90,7,5,6.0,12.9,9.5,2.18,0,76,90,48
S04247,18,28,2.5,7,10,76,120,7,0,5.1,14.1,23.8,2.54,3,48,100,19
S04248,19,28,9.4,9,11,80,100,10,3,7.6,18.0,28.5,2.86,1,78,90,43
S04249,15,28,6.6,11,12,85,120,6,4,7.5,0,0,2.55,2,59,90,40
S04250,18,24,7.1,8,13,69,100,4,3,9.0,13.3,23.9,2.45,4,60,90,43
S04251,17,24,4.3,8,13,76,110,7,0,6.9,14.2,30.0,2.55,3,57,90,53
S04252,16,30,4.2,8,11,52,90,2,1,6.5,14.8,25.2,2.5,5,52,100,5
S04253,15,30,5.1,10,12,77,100,8,2,7.9,10.2,28.2,2.66,5,53,80,34
S04254,18,28,10.6,10,10,77,110,9,4,7.0,4.6,6.0,2.91,0,53,80,43
S04255,19,26,10.1,12,12,79,100,7,4,7.8,2.9,38.8,3.66,3,58,80,31
S04256,26,30,9.2,11,11,82,90,5,1,7.4,5.2,35.6,3.16,4,73,80,31
S04257,16,28,9.9,13,13,79,110,4,2,7.4,17.0,19.1,2.73,6,63,90,30
S04258,22,24,16.5,11,12,72,90,12,4,7.9,23.1,22.4,3.44,3,82,90,44
S04259,21,28,12.4,9,11,71,90,1,1,7.6,0.2,22.3,3.73,3,71,100,51
S04260,18,30,7.1,12,12,75,110,5,5,7.1,6.4,25.2,2.5,2,52,80,27
S04261,23,30,7.8,9,11,86,120,5,3,6.0,10.3,29.1,2.65,2,51,80,41
S04262,19,28,13.6,7,10,79,90,6,3,6.1,18.0,57.0,2.62,7,65,80,29
S04263,17,24,7.8,10,12,76,110,2,3,5.3,14.3,30.3,2.62,2,67,90,50
S04264,27,30,7.6,7,11,60,100,6,0,6.6,5.2,30.3,3.74,0,77,100,36
S04265,20,24,4.8,9,10,66,90,1,2,7.8,0,0,2.41,3,48,80,43
S04266,21,28,10.5,8,11,87,120,11,2,6.0,27.2,49.8,2.34,4,42,80,33
S04267,28,28,10.2,12,12,80,120,9,5,7.3,24.7,39.5,2.63,2,65,90,58
S04268,24,26,11.4,9,10,95,120,10,4,7.0,1.4,29.6,2.15,0,86,100,51
S04269,16,24,7.2,11,12,74,90,2,1,6.2,18.8,74.4,3.53,5,49,80,40
S04270,22,28,2.2,7,12,68,100,4,0,6.9,0.5,5.6,2.19,2,38,100,26
S04271,15,24,1.9,8,13,73,110,4,1,5.7,11.9,48.7,2.31,6,52,80,32
S04272,28,30,10.0,8,11,64,90,4,2,6.9,9.0,32.3,2.89,2,71,90,26
S04273,22,28,11.3,12,13,119,120,6,0,6.7,12.6,29.2,3.01,3,59,80,44
S04274,16,30,5.4,8,13,81,120,2,2,5.5,14.7,27.2,2.38,2,48,80,19
S04275,25,30,8.3,8,11,69,90,5,2,7.3,2.9,37.5,2.81,4,74,100,36
S04276,11,28,7.8,12,13,87,100,2,1,5.5,19.4,21.9,3.55,7,80,80,15
S04277,15,24,10.1,10,10,74,120,4,1,6.4,19.6,34.5,3.34,6,59,90,3
S04278,23,26,13.8,11,13,88,110,5,5,6.6,14.6,34.3,3.29,3,78,100,44
S04279,16,24,2.3,7,12,72,100,7,2,6.6,3.5,17.4,2.51,4,69,100,40
S04280,9,24,5.3,8,10,81,90,0,4,7.3,20.2,40.4,3.35,3,69,100,24
S04281,12,28,0,6,13,71,120,2,0,8.2,12.7,35.2,2.27,8,42,100,4
S04282,23,26,9.2,10,13,82,120,6,5,6.4,12.9,31.5,3.4,1,81,100,41
S04283,21,24,10.4,8,10,98,120,5,2,6.0,15.9,18.8,2.74,1,70,90,61
S04284,10,24,3.5,6,11,91,120,9,4,7.5,8.0,50.2,2.43,5,77,100,36
S04285,19,24,10.2,11,12,90,120,12,3,7.6,8.9,39.4,2.98,2,71,90,47
S04286,13,28,5.1,7,10,69,100,4,2,5.3,14.4,36.5,3.72,2,76,90,41
S04287,15,26,2.7,8,13,72,110,4,0,5.9,29.3,48.9,3.14,5,58,100,22
S04288,25,30,10.3,11,11,72,100,8,6,5.6,23.8,50.7,2.32,3,39,80,64
S04289,15,26,13.4,9,11,82,110,8,0,7.6,11.0,24.3,3.32,5,80,100,53
S04290,17,24,9.0,7,12,93,120,4,2,7.9,0,0,2.77,5,80,100,61
S04291,17,30,7.4,9,12,67,100,5,2,7.4,1.2,23.6,3.7,6,61,80,41
S04292,16,26,6.4,8,11,77,110,4,3,5.0,11.1,13.8,3.31,6,53,100,11
S04293,18,24,13.3,12,13,78,90,5,5,5.4,24.8,47.1,2.67,2,65,90,51
S04294,17,24,11.9,10,10,110,110,4,0,6.7,16.9,52.3,4.0,4,90,100,32
S04295,25,28,6.3,9,12,60,100,4,4,5.6,12.1,18.9,2.02,3,61,90,43
S04296,22,30,5.6,6,10,91,100,3,3,6.8,15.9,16.6,3.31,6,100,100,66
S04297,14,26,11.7,11,13,87,100,3,3,6.4,25.3,46.2,3.81,4,66,100,22
S04298,24,28,13.3,13,13,106,120,6,3,7.2,25.1,34.9,4.0,3,82,100,42
S04299,26,28,7.4,7,10,70,100,13,5,6.5,25.2,13.5,2.52,4,55,80,40
S04300,19,24,3.8,9,12,89,120,3,4,7.4,24.2,51.4,3.63,5,68,90,10
S04301,19,28,7.3,9,11,75,120,3,1,6.6,25.8,49.3,2.87,2,59,100,26
S04302,16,30,7.5,8,12,99,120,4,3,5.5,32.9,21.4,3.49,5,73,90,18
S04303,12,24,1.9,7,13,77,90,0,1,8.3,27.3,1.9,2.83,8,68,100,14
S04304,17,26,7.1,6,10,98,120,0,0,6.7,19.5,38.6,3.33,4,64,100,2
S04305,17,26,1.3,8,13,93,120,6,2,6.2,6.8,49.5,2.98,5,74,90,20
S04306,24,28,10.7,7,10,79,100,6,3,7.6,5.5,6.7,3.23,4,66,90,54
