profile_id,account_age_days,bio_length,profile_picture_quality,posts_count,followers_count,following_count,posts_last_30_days,external_link_count,username_digit_count,username_length,repeated_captions,recent_posts_sampled,avg_caption_length,night_posts,likes_last_20_posts,comments_last_20_posts,dm_sent_last_7_days,dm_replies_last_7_days
P03744,1695,127,0.765,343,10,1013,29,0,1,7,1,21,100.0,7,0,0,0,4
P03745,30,112,0.732,309,56,507,34,0,2,6,1,15,97.4,2,1406,0,0,10
P03746,1245,83,0.683,67,156,755,22,0,1,10,0,10,175.2,1,271,125,0,9
P03747,114,55,0.635,135,42,2277,16,2,4,15,11,16,16.6,5,251,5,82,8
P03748,1123,55,0.762,312,1896,591,49,2,1,5,0,16,44.9,1,2321,88,53,15
P03749,199,29,0.38,81,57,2704,45,1,3,13,20,30,12.9,15,693,37,109,0
P03750,141,47,0.458,36,0,30,31,1,2,17,11,30,17.2,12,0,26,158,8
P03751,154,36,0.02,2,77,1347,0,2,4,18,3,23,89.9,15,746,53,72,9
P03752,1946,82,0.716,112,359,904,0,1,1,8,1,22,110.1,7,2210,0,0,2
P03753,115,73,0.726,0,368,1472,62,2,1,15,1,27,37.1,15,118,32,94,0
P03754,70,29,0.621,66,3,1690,48,0,8,14,6,14,7.7,7,254,12,121,0
P03755,120,1,0.725,102,366,2611,70,2,0,16,0,21,66.1,6,301,75,66,18
P03756,986,100,0.755,135,1480,15,8,0,0,9,2,24,78.3,6,1413,87,28,6
P03757,48,4,0.881,50,207,824,26,1,4,18,12,22,0,7,410,43,8,10
P03758,598,70,0.997,225,10,983,0,0,1,8,2,12,71.6,5,1859,0,37,11
P03759,1256,73,0.751,123,10,363,12,0,1,10,7,30,60.4,2,2931,183,13,18
P03760,125,68,0.453,72,5,2250,51,0,3,9,22,30,39.2,26,136,62,70,12
P03761,521,24,0.586,336,715,388,7,0,0,11,6,25,124.9,7,887,0,31,10
P03762,734,77,0.845,274,387,809,7,0,0,13,1,19,39.9,6,1724,244,41,0
P03763,1260,79,0.819,5,462,983,18,1,1,13,3,23,89.2,0,543,357,45,4
P03764,813,93,0.677,480,1138,1543,0,0,3,10,6,21,120.6,4,2961,96,23,8
P03765,1113,54,0.597,376,14,15,6,0,0,8,2,10,102.3,2,1044,89,22,10
P03766,73,35,0.495,3,163,1032,84,0,3,14,7,22,51.0,13,0,23,129,0
P03767,221,88,0.601,260,746,326,2,0,3,8,1,23,106.9,7,2570,84,36,0
P03768,1,56,0.282,90,564,1952,35,2,4,12,17,30,26.5,8,654,9,128,15
P03769,144,42,0.655,0,212,1801,65,2,2,15,12,30,70.5,5,211,43,111,24
P03770,434,8,0.709,285,1543,800,18,0,1,6,1,23,90.2,3,1352,307,16,0
P03771,439,72,1,115,1196,552,14,0,0,13,1,12,72.9,1,211,6,22,0
P03772,1,21,0.403,93,201,1599,4,0,4,7,8,22,27.2,20,803,18,41,0
P03773,1407,55,0.853,540,763,434,0,0,1,10,9,29,130.8,1,745,0,35,12
P03774,28,9,0.475,0,615,1374,33,3,5,8,19,28,6.3,2,0,39,76,9
P03775,436,39,0.813,316,767,411,10,1,1,7,2,21,160.2,2,1224,84,41,7
P03776,121,37,0.435,0,561,1112,32,2,2,11,16,25,7.5,3,277,32,108,0
P03777,223,5,0.41,59,679,2582,19,3,3,17,5,28,42.4,8,0,56,61,9
P03778,522,89,0.684,493,10,607,28,1,1,12,4,30,5.7,4,539,100,0,8
P03779,1119,123,0.869,323,10,92,7,0,0,12,4,24,54.4,4,2176,0,30,2
P03780,1,13,0.151,61,0,2705,25,3,2,14,9,21,98.2,11,491,4,56,1
P03781,1203,78,0.837,244,645,691,20,0,2,14,12,30,78.8,9,0,268,18,6
P03782,1199,61,0.734,629,486,633,12,0,0,5,4,20,112.0,8,0,107,18,9
P03783,125,31,0.632,69,119,480,56,2,5,11,12,29,21.9,9,62,22,0,0
P03784,1181,94,0.653,225,10,277,35,0,1,12,3,23,62.6,6,694,5,43,13
P03785,149,50,0.503,85,338,1070,62,1,10,9,9,17,0,6,691,4,101,2
P03786,850,60,0.671,419,1009,523,19,0,1,13,1,22,106.4,5,0,32,10,0
P03787,1429,85,0.812,38,961,230,18,0,0,13,4,30,98.3,8,1074,48,21,13
P03788,1772,63,0.587,162,1141,15,7,0,1,14,2,26,91.0,5,3301,0,0,10
P03789,48,19,0.149,98,779,1118,17,1,4,17,26,30,28.6,11,637,48,66,12
P03790,115,0,0.638,60,0,1422,40,1,4,17,5,16,48.7,6,770,0,89,20
P03791,390,154,0.797,111,1267,111,21,0,0,13,5,27,72.8,8,846,133,15,4
P03792,1538,104,0.882,250,10,270,9,1,2,5,2,20,83.6,4,766,15,54,13
P03793,939,74,0.86,253,2274,240,28,0,1,10,4,30,120.7,4,600,95,15,11
P03794,25,18,0.246,0,150,1158,40,1,3,7,5,14,13.9,9,690,7,0,7
P03795,1856,73,0.876,513,10,471,9,1,0,10,3,23,68.2,7,0,38,33,15
P03796,65,1,0.528,19,558,30,64,1,3,8,7,28,9.0,23,241,32,146,11
P03797,776,57,0.844,14,896,15,19,0,2,11,1,10,91.1,3,459,57,53,0
P03798,30,127,0.828,289,43,476,13,0,1,9,2,13,79.6,3,661,148,20,14
P03799,288,25,0.679,69,247,1454,72,1,8,8,9,21,84.5,12,0,9,77,4
P03800,1013,50,0.868,239,1336,477,26,0,1,11,2,13,10.3,1,1656,13,34,18
P03801,330,39,0.763,425,1603,612,1,0,0,9,1,26,58.9,8,545,203,17,6
P03802,1492,97,0.822,978,646,55,14,1,0,11,9,24,66.9,2,0,135,15,2
P03803,114,33,0.77,5,577,542,107,3,5,16,13,30,79.5,20,815,46,0,10
P03804,218,0,0.434,37,683,1643,24,3,0,9,5,25,31.1,13,0,89,167,4
P03805,30,29,0.466,320,55,495,7,0,1,9,2,14,131.7,2,868,40,21,15
P03806,1045,119,0.729,253,1309,1281,17,0,0,8,1,24,62.9,3,2735,268,37,16
P03807,1463,126,0.626,197,1822,462,11,1,0,13,2,17,140.9,4,1240,42,47,2
P03808,248,25,0.838,5,163,432,8,1,0,12,1,20,88.2,6,2128,100,19,14
P03809,365,158,0.831,692,602,937,17,0,2,10,1,20,163.4,5,1660,95,33,11
P03810,139,26,0.316,27,293,754,84,2,8,5,11,22,21.7,13,0,7,202,0
P03811,1405,106,0.736,341,1060,15,6,0,3,6,9,30,54.4,13,1689,121,10,19
P03812,212,10,0.574,7,404,1585,87,1,2,13,13,23,34.4,22,259,20,187,0
P03813,973,131,0.822,591,2330,15,13,0,2,13,0,8,97.1,1,404,75,51,0
P03814,530,165,0.785,81,954,507,28,0,2,8,1,24,60.5,6,3409,288,5,0
P03815,1457,97,0.878,172,1514,869,4,1,1,13,6,25,139.6,7,609,92,41,2
P03816,1044,118,0.799,125,484,15,21,1,2,11,2,21,58.3,6,168,170,0,7
P03817,795,120,0.88,174,408,999,22,1,1,9,1,24,76.3,5,1207,127,20,8
P03818,84,61,0.479,43,68,2358,27,3,4,17,11,22,67.8,6,23,0,115,9
P03819,1272,54,0.41,191,126,301,16,0,1,12,1,15,84.5,0,145,78,0,4
P03820,957,106,0.804,484,558,575,12,0,0,15,3,17,127.4,0,313,0,5,5
P03821,587,174,0.952,180,1170,447,1,0,1,12,3,24,82.0,8,2349,185,20,11
P03822,1369,116,0.777,33,1591,274,18,1,0,13,7,21,96.7,10,2065,0,0,7
P03823,107,43,0.535,8,208,1083,42,1,5,19,17,30,52.2,25,678,12,137,5
P03824,1856,48,0.723,5,844,499,9,0,1,10,3,20,82.7,3,1457,7,6,0
P03825,1,23,0.241,0,0,3198,44,4,6,17,10,20,32.6,8,0,9,78,6
P03826,983,109,0.971,208,312,658,25,1,2,8,1,21,89.9,3,0,4,0,11
P03827,1783,54,0.967,89,74,844,0,0,1,11,4,24,49.4,2,1652,185,31,10
P03828,884,74,0.616,792,931,772,16,1,0,4,1,30,37.1,5,2944,224,16,8
P03829,60,0,0.182,54,0,1541,8,1,4,18,2,15,0,6,870,35,32,0
P03830,1103,0,0.98,581,946,881,3,1,0,13,3,13,87.9,1,1587,54,1,6
P03831,1327,61,1,409,1413,85,23,0,0,9,1,28,161.7,6,916,37,23,2
P03832,1414,111,0.593,66,223,15,17,0,2,10,0,24,0,3,1005,282,10,0
P03833,6,30,0.27,0,351,2469,79,4,3,22,13,27,31.9,4,260,7,174,3
P03834,1526,83,0.62,673,183,588,25,0,0,4,2,7,114.2,1,1762,143,19,10
P03835,905,56,0.574,5,1010,323,0,0,1,10,0,25,117.1,5,848,157,40,1
P03836,1345,176,0.68,88,153,592,29,0,1,8,6,30,89.7,0,1452,0,15,7
P03837,671,14,0.896,212,1543,158,0,1,0,6,2,13,39.2,0,3193,57,61,18
P03838,95,38,0.264,57,466,1780,25,2,5,19,16,20,39.3,9,617,42,0,7
P03839,992,54,0.617,529,961,23,12,0,1,7,3,26,110.5,9,0,93,32,7
P03840,940,70,0.692,503,1140,812,11,0,1,5,0,17,81.6,5,2014,168,36,11
P03841,1398,146,0.938,5,1380,507,17,0,1,12,0,15,22.1,2,523,37,18,0
P03842,532,46,0.686,905,1552,435,7,0,2,11,3,23,37.7,3,34,44,21,2
P03843,1,39,0.427,45,140,90,0,2,8,15,10,25,50.1,6,874,46,14,14
P03844,1243,81,0.683,193,1842,1056,0,0,1,9,0,13,109.7,3,1376,2,15,7
P03845,1349,78,0.64,190,1605,639,22,0,0,9,3,20,123.7,3,2538,36,7,0
P03846,610,21,0.617,252,2650,1334,27,0,1,10,4,14,71.8,5,1423,203,0,9
P03847,49,3,0.491,12,205,1279,1,2,3,14,13,24,25.7,7,586,16,24,2
P03848,829,59,0.666,264,436,1219,18,0,1,8,1,15,105.4,2,0,152,34,1
P03849,184,45,0.348,121,102,900,24,3,6,15,21,30,42.7,11,426,12,188,1
P03850,940,127,0.734,107,2279,15,8,0,0,14,1,19,139.8,2,1404,182,0,10
P03851,724,71,0.581,180,1399,524,0,0,2,13,3,25,43.9,5,488,0,0,0
P03852,641,89,0.75,158,1674,1270,11,0,1,7,5,21,89.2,2,1265,19,1,3
P03853,1064,101,0.776,383,2168,413,7,1,2,12,0,24,148.9,7,274,143,39,7
P03854,274,81,0.701,382,2048,15,10,1,1,6,1,16,163.7,7,2960,33,2,0
P03855,756,84,0.722,5,1602,489,11,0,0,11,1,30,112.1,6,2920,116,35,6
P03856,52,34,0.46,68,0,2842,110,2,2,14,12,27,24.6,16,676,26,11,14
P03857,71,45,0.238,42,626,735,0,2,3,15,10,30,38.6,17,396,0,131,0
P03858,574,61,0.879,254,1266,472,13,1,2,11,2,30,115.6,8,1049,149,0,2
P03859,1384,84,0.722,174,242,51,23,0,0,10,3,19,126.7,10,0,130,0,13
P03860,420,68,0.608,521,1204,437,3,1,2,9,0,21,71.2,1,3245,70,37,14
P03861,323,152,0.755,5,1025,1063,11,0,1,11,0,22,89.0,4,1141,35,12,0
P03862,727,83,0.775,187,388,869,27,0,1,11,3,30,133.2,2,1589,108,40,17
P03863,523,59,0.562,605,93,503,9,0,1,10,3,27,202.9,4,1788,328,37,6
P03864,80,63,0.255,96,0,737,40,1,8,14,10,25,28.1,18,270,2,85,3
P03865,91,47,0.283,19,89,954,34,1,3,16,5,9,56.5,7,869,92,73,11
P03866,217,37,0.361,92,83,879,54,3,3,8,11,17,32.7,10,750,46,42,0
P03867,1407,122,0.669,555,216,1089,9,1,1,10,0,22,79.6,4,698,133,11,2
P03868,946,74,0.728,262,1127,143,4,1,0,13,0,30,109.2,1,861,76,60,4
P03869,150,0,0.416,2,592,816,0,4,5,11,17,28,13.5,20,0,2,69,3
P03870,1007,110,0.878,196,419,1394,7,1,1,10,3,30,85.1,6,1080,17,31,0
P03871,1255,133,1,320,791,115,8,0,0,14,5,20,72.6,1,1768,35,2,5
P03872,59,40,0.357,0,0,2413,32,2,5,10,13,28,15.4,16,517,59,70,0
P03873,125,32,0.725,0,128,376,42,1,5,18,10,28,0,9,78,49,65,5
P03874,2557,65,0.604,133,476,15,18,0,2,6,0,30,130.9,3,901,0,42,17
P03875,374,94,0.949,489,1954,383,8,1,2,13,4,26,131.0,0,1942,0,23,1
P03876,1477,76,0.854,502,1406,15,11,0,2,14,0,18,45.6,1,286,171,21,14
P03877,1067,42,0.818,317,305,77,6,0,0,8,6,26,109.2,2,0,85,10,9
P03878,94,65,0.528,77,0,1762,71,1,7,12,10,22,8.0,12,52,53,63,6
P03879,1076,100,0.661,505,415,1227,26,1,2,12,7,30,58.8,10,707,147,27,14
P03880,909,80,0.642,226,715,306,16,0,3,9,0,27,0,0,107,100,18,3
P03881,283,131,0.854,186,1769,538,14,1,1,10,3,30,125.6,4,2207,189,35,11
P03882,1711,108,0.815,277,445,322,14,0,1,4,5,16,44.4,0,1753,0,33,2
P03883,68,38,0.497,7,313,297,63,1,6,22,12,16,21.5,9,532,0,161,0
P03884,249,105,0.658,179,10,601,21,2,2,13,0,20,72.2,7,233,70,6,1
P03885,1199,0,0.671,221,1759,563,25,0,2,14,0,29,38.3,0,789,0,0,7
P03886,1054,177,0.729,343,1095,879,18,1,1,7,0,19,0,4,1575,0,0,16
P03887,61,44,0.458,0,823,1246,44,2,8,17,11,22,50.5,13,710,0,67,7
P03888,727,107,0.669,199,10,829,5,1,0,11,6,29,4.2,1,0,0,9,23
P03889,831,79,0.694,351,1507,150,4,0,2,11,3,17,101.2,4,1055,25,14,3
P03890,1130,90,1,5,784,68,17,1,0,12,2,24,18.0,0,2076,113,0,12
P03891,1314,112,0.717,424,10,1115,19,0,2,12,0,30,107.8,7,704,195,9,10
P03892,187,36,0.17,0,393,1044,15,0,7,12,10,13,19.9,6,0,0,154,3
P03893,1219,73,0.648,341,80,954,23,1,0,9,5,26,75.8,5,976,92,7,12
P03894,278,44,0.262,82,382,970,18,2,5,13,9,19,19.9,13,901,0,102,15
P03895,38,67,0.326,37,602,1808,70,0,4,13,10,24,0,8,838,28,154,9
P03896,27,45,0.527,0,437,1991,37,2,1,17,13,30,3.3,18,0,0,92,16
P03897,474,118,0.958,80,1227,497,0,0,2,13,7,27,27.3,4,2290,224,2,0
P03898,109,9,0.381,128,203,1633,41,1,4,8,10,25,61.9,11,220,22,20,8
P03899,1489,65,0.748,216,1390,1080,6,0,1,9,2,23,103.0,4,917,132,8,3
P03900,1,45,0.534,9,293,1034,47,3,6,15,11,16,77.8,12,897,28,169,1
P03901,1169,93,0.714,285,763,29,25,0,0,11,2,18,60.6,5,0,123,5,14
P03902,371,119,0.981,148,1339,338,23,0,0,10,4,21,147.1,0,1126,279,0,0
P03903,123,0,0.343,47,137,1499,67,3,4,16,7,16,85.7,2,171,0,89,6
P03904,879,0,0.52,345,2176,487,9,1,1,8,4,13,94.1,3,2278,151,43,0
P03905,1021,77,0.781,396,770,955,20,1,0,7,1,30,55.0,9,512,171,0,4
P03906,1034,45,0.428,158,525,221,6,0,2,12,6,26,84.7,8,0,26,7,15
P03907,1466,135,0.644,217,10,1338,0,0,2,7,1,24,72.5,5,0,16,16,14
P03908,519,80,1,899,109,654,5,0,1,8,6,30,68.7,4,1604,110,21,0
P03909,117,44,0.619,0,760,2884,44,3,4,13,16,20,58.2,11,241,28,234,15
P03910,30,37,0.756,5,1017,317,14,1,0,9,6,30,136.5,5,1477,0,0,12
P03911,82,6,0.509,0,372,1361,37,3,4,17,6,12,67.5,6,298,14,56,11
P03912,1678,88,0.769,329,10,337,13,0,0,12,3,23,81.2,2,545,100,11,8
P03913,502,66,0.528,232,10,523,6,1,1,7,8,26,92.3,4,1993,203,33,11
P03914,1263,85,0.888,252,668,805,17,0,3,6,2,23,24.3,3,18,151,35,11
P03915,30,90,0.697,82,295,884,1,1,0,10,0,24,41.5,6,573,258,0,12
P03916,4,35,0.665,31,266,581,50,0,4,17,23,27,39.8,27,902,0,16,12
P03917,775,34,0.581,119,10,781,7,1,0,9,5,22,78.1,3,2138,262,12,11
P03918,1031,44,0.803,202,259,307,0,0,1,9,7,25,95.2,4,0,186,33,14
P03919,308,44,0.83,500,1903,1089,19,0,0,10,4,25,73.7,9,1496,183,34,17
P03920,1367,4,0.582,510,10,843,34,0,2,5,2,9,43.2,0,0,152,23,18
P03921,1398,34,0.624,271,778,715,20,1,1,13,0,6,101.1,2,1416,0,18,2
P03922,1456,8,0.749,45,247,529,13,1,0,8,1,11,18.4,1,1348,247,0,14
P03923,30,39,0.846,419,1055,124,26,1,1,7,1,19,159.2,2,3,41,15,7
P03924,1171,126,0.864,5,304,1066,22,1,0,9,5,30,66.4,4,0,1,17,7
P03925,176,81,0.891,279,2151,401,2,0,2,10,3,25,26.2,0,118,18,49,3
P03926,178,25,0.327,105,64,752,64,3,0,17,18,30,48.9,23,704,26,93,11
P03927,357,43,0.817,312,257,938,13,1,2,15,5,22,93.3,3,1236,7,0,0
P03928,1902,90,0.897,316,832,759,13,0,0,13,2,20,88.6,1,1620,0,19,22
P03929,68,57,0.07,40,868,1263,62,2,2,17,10,30,10.2,9,452,48,44,2
P03930,1357,21,0.89,494,1885,662,0,1,1,14,7,20,108.0,6,1813,149,0,0
P03931,1323,88,0.802,179,450,163,18,0,3,8,6,23,57.1,2,2773,44,5,8
P03932,5,21,0.813,120,462,1118,46,4,3,12,13,24,56.4,0,872,26,66,0
P03933,1186,33,0.858,108,1316,750,10,0,0,12,1,19,62.2,0,1447,103,28,3
P03934,79,18,0.458,44,518,971,47,1,7,15,14,23,69.5,9,653,40,157,12
P03935,636,47,0.793,207,2045,15,21,0,0,8,3,28,83.7,5,2064,172,18,0
P03936,112,65,0.654,51,137,1129,38,5,5,15,16,23,10.3,18,375,0,189,5
P03937,953,76,0.969,504,932,454,26,0,0,13,6,30,72.2,11,1320,137,13,0
P03938,1543,123,0.724,189,1943,377,16,1,1,14,1,26,86.1,6,1062,140,7,5
P03939,1,44,0.297,7,0,2118,18,1,2,10,18,22,35.7,12,737,24,71,0
P03940,30,162,0.529,366,2246,497,19,1,2,13,0,15,35.5,4,304,71,28,2
P03941,1,13,0.284,17,42,1383,58,3,2,9,3,11,8.2,4,1222,37,68,7
P03942,326,44,0.863,386,10,719,16,1,1,10,3,24,97.6,4,745,154,0,7
P03943,159,0,0.878,324,10,385,23,1,2,11,1,9,69.9,2,930,247,30,2
P03944,199,144,0.794,393,1055,486,17,1,1,10,3,29,177.2,1,624,0,61,5
P03945,97,2,0.02,94,130,807,63,2,3,22,8,20,32.7,14,98,8,79,7
P03946,1089,0,0.955,425,1131,594,8,1,0,10,5,30,130.1,4,612,233,9,16
P03947,978,118,0.792,283,1632,1101,6,0,1,16,1,9,131.3,1,1540,37,52,7
P03948,1464,59,0.709,654,852,295,38,0,1,11,4,19,78.1,6,637,91,34,0
P03949,1292,80,0.681,195,10,740,16,1,0,10,7,27,31.1,13,2285,68,0,5
P03950,2004,97,0.783,304,79,894,21,0,1,10,4,21,69.1,6,411,170,3,9
P03951,149,0,0.17,0,83,1853,48,1,6,14,11,23,36.4,5,305,0,177,0
P03952,93,20,0.521,0,796,676,37,3,3,12,13,20,0,15,525,14,104,11
P03953,676,94,0.846,24,10,846,12,0,2,16,2,30,115.4,9,1293,267,12,5
P03954,1065,109,0.812,5,343,678,4,1,0,17,6,29,84.5,7,437,17,34,18
P03955,754,65,0.525,531,296,244,17,1,0,11,3,11,92.7,2,3539,0,45,6
P03956,183,46,0.661,21,147,1767,58,2,6,13,15,29,25.1,11,499,7,140,0
P03957,150,13,0.233,46,339,469,26,3,0,17,16,30,72.7,5,64,17,65,23
P03958,171,11,0.068,10,0,1658,12,1,1,15,11,24,10.9,13,0,0,86,10
P03959,1137,82,1,245,892,413,21,0,1,12,5,24,39.4,4,1554,181,56,1
P03960,510,53,0.649,380,317,721,29,0,0,10,0,13,135.9,4,660,96,0,0
P03961,32,15,0.731,355,10,155,13,0,1,12,3,17,126.0,4,0,64,37,15
P03962,43,0,0.5,51,487,1976,42,4,2,9,14,23,34.1,11,0,13,149,8
P03963,78,35,0.577,33,212,967,54,2,7,14,9,27,53.8,11,735,11,0,13
P03964,1690,115,0.931,504,55,932,6,1,1,13,4,20,78.3,4,594,95,6,13
P03965,1150,138,0.839,240,572,1209,19,1,1,16,1,24,122.8,2,1464,120,0,16
P03966,602,121,0.75,312,661,1230,32,0,0,7,2,25,95.2,1,1358,0,13,11
P03967,1,44,0.464,37,320,614,12,2,7,17,9,14,0,0,225,12,0,6
P03968,1478,119,0.574,618,10,1226,4,1,0,9,2,10,33.3,2,37,0,30,0
P03969,870,0,0.695,391,467,349,18,2,2,13,3,27,83.9,5,2344,186,35,6
P03970,780,32,0.902,402,415,350,10,1,0,10,4,24,77.6,7,1860,0,0,6
P03971,74,33,0.482,51,0,2329,0,3,6,22,19,27,15.6,6,539,28,119,14
P03972,952,110,0.609,202,10,15,9,0,2,8,2,22,45.3,3,0,129,20,19
P03973,163,6,0.732,82,0,843,34,1,5,18,7,28,19.4,11,289,0,97,20
P03974,1287,87,1,204,291,405,14,0,2,12,4,16,60.5,0,2035,173,16,0
P03975,1128,97,0.737,311,1668,1153,9,1,2,12,4,23,152.1,3,1144,56,8,6
P03976,1252,64,0.69,387,10,591,17,0,0,12,0,26,0,7,702,142,0,0
P03977,1,5,0.452,14,0,622,27,2,0,9,13,26,24.9,8,0,23,92,10
P03978,206,0,0.503,32,75,690,35,0,1,20,9,12,83.0,4,117,14,53,0
P03979,238,53,0.5,23,33,2697,16,3,3,12,13,23,34.5,11,0,18,197,0
P03980,153,45,0.382,4,0,1634,78,0,2,16,3,22,44.2,9,0,20,95,3
P03981,431,59,0.715,504,2203,81,24,1,3,17,0,28,47.4,3,926,143,8,0
P03982,69,11,0.293,149,276,1061,52,2,0,14,13,24,32.1,14,228,16,98,12
P03983,936,93,0.911,271,811,423,20,0,2,8,1,10,61.2,1,0,158,0,16
P03984,1144,0,0.962,316,1556,598,32,1,1,14,1,18,10.9,2,1369,217,0,0
P03985,1112,55,0.575,153,1398,1260,5,0,0,9,1,18,8.5,4,104,184,22,3
P03986,742,107,0.878,5,1012,745,17,1,0,11,0,21,143.8,0,180,217,9,11
P03987,788,171,0.86,1197,10,273,0,1,1,5,3,24,59.8,0,2905,82,0,0
P03988,27,29,0.257,66,0,2175,46,0,5,17,8,19,70.2,2,591,0,114,0
P03989,509,62,0.7,5,1412,273,5,0,1,5,4,30,69.8,5,1792,36,48,0
P03990,615,87,0.891,202,10,496,29,0,3,12,4,29,121.1,4,570,69,46,18
P03991,1174,24,0.84,323,560,15,12,1,2,11,0,6,82.0,0,956,216,0,3
P03992,126,19,0.167,98,584,541,2,2,3,9,15,22,0,13,981,24,89,0
P03993,77,50,0.534,0,0,1298,29,0,6,10,9,23,70.3,9,0,5,116,7
P03994,973,51,0.523,402,10,850,10,1,0,11,2,19,104.8,9,1630,183,30,3
P03995,1095,88,1,324,2200,770,31,1,2,10,0,29,88.9,2,0,54,19,8
P03996,110,41,0.294,43,107,1885,14,2,5,14,2,6,5.3,1,0,30,81,15
P03997,24,30,0.319,119,588,1863,15,1,4,17,18,30,53.9,6,221,63,32,0
P03998,961,96,0.757,567,10,384,0,1,0,11,0,14,126.2,3,722,188,0,4
P03999,1215,113,0.618,165,373,1071,13,1,1,8,0,19,103.3,7,2041,228,0,5
P04000,1546,107,0.769,382,10,835,32,2,0,8,4,20,10.4,4,8,215,11,5
P04001,790,147,0.927,97,2246,235,19,1,2,9,0,22,91.4,9,1437,158,0,7
P04002,6,0,0.364,0,0,2939,110,1,4,19,11,26,3.0,6,1184,24,71,1
P04003,1,22,0.328,53,151,840,4,2,5,17,11,18,49.4,6,720,45,154,0
P04004,267,116,0.653,282,1690,248,0,0,1,11,4,25,81.5,5,1425,84,24,8
P04005,373,41,0.531,684,813,1452,0,0,0,11,1,23,75.2,2,2051,154,30,9
P04006,1371,165,0.758,460,71,1183,15,0,2,11,0,14,155.9,4,146,58,0,13
P04007,147,36,0.406,35,0,71,58,2,3,17,8,16,51.3,6,212,5,77,0
P04008,315,61,0.673,382,10,1040,0,0,3,9,4,25,172.2,3,1342,29,23,7
P04009,1444,127,0.446,489,598,738,0,1,0,6,6,30,54.9,4,2652,128,22,5
P04010,829,24,0.615,27,1291,1020,28,0,1,5,0,13,127.5,1,0,130,10,10
P04011,683,83,0.732,417,672,226,14,1,3,8,1,9,96.1,3,494,0,0,9
P04012,2108,101,0.803,291,10,966,16,0,0,13,0,6,29.0,0,699,52,25,13
P04013,883,74,0.792,319,10,422,16,1,0,12,0,13,139.6,4,1279,215,13,5
P04014,925,106,0.66,353,885,175,1,1,3,9,2,14,90.2,2,1477,111,31,2
P04015,1,36,0.064,75,536,2025,75,2,5,13,8,27,46.7,13,0,16,58,7
P04016,245,23,0.63,0,0,2084,0,3,4,20,7,30,73.4,24,549,26,151,6
P04017,165,9,0.638,102,640,2766,56,4,4,13,4,18,51.7,10,955,16,88,18
P04018,951,168,0.906,375,379,15,19,1,0,9,9,30,42.1,5,606,85,32,9
P04019,48,27,0.453,3,182,2424,30,2,2,12,12,19,65.4,4,268,0,23,7
P04020,431,44,0.726,173,2327,865,14,1,2,11,3,21,56.9,7,531,0,26,16
P04021,215,170,0.964,73,10,693,26,1,1,9,2,21,47.7,3,1455,353,7,7
P04022,53,51,0.376,58,582,1415,53,2,6,15,13,17,68.9,4,38,30,144,1
P04023,1311,64,0.964,652,760,1653,1,1,1,11,4,28,102.7,0,3533,66,0,0
P04024,1,0,0.466,89,381,1596,48,3,5,13,18,23,38.6,11,689,64,93,10
P04025,779,107,0.691,339,1263,15,40,0,2,10,0,22,81.3,6,1101,29,31,13
P04026,50,20,0.578,113,331,993,29,1,0,15,10,24,48.3,10,668,15,51,17
P04027,1564,115,0.909,160,562,646,3,0,0,10,0,17,80.8,0,449,245,17,2
P04028,792,76,0.858,422,1239,584,17,1,1,12,1,17,103.7,0,1923,24,6,10
P04029,28,36,0.262,81,465,1645,53,3,3,15,4,11,56.1,3,216,54,89,11
P04030,114,24,0.457,90,209,3105,4,0,4,12,5,20,71.8,13,365,30,113,8
P04031,91,14,0.412,19,422,1452,17,1,6,16,13,23,51.8,15,931,52,61,13
P04032,1066,14,0.847,136,10,464,19,0,1,9,4,19,16.3,0,966,0,18,4
P04033,1050,106,0.879,398,565,1222,27,0,1,7,0,20,31.8,0,2674,64,28,3
P04034,425,51,0.551,320,1882,563,19,0,2,15,2,17,144.1,2,1531,131,27,0
P04035,1189,68,0.751,371,832,663,15,0,0,12,2,21,15.4,3,2059,209,43,10
P04036,241,44,0.356,46,560,1477,16,1,0,14,1,19,85.1,12,0,0,47,16
P04037,17,0,0.622,26,0,818,38,1,8,10,4,27,5.7,15,757,10,0,0
P04038,876,81,0.767,215,116,706,0,0,0,8,8,26,62.5,8,343,125,31,1
P04039,140,75,0.422,14,910,1105,69,3,2,17,23,25,32.8,8,226,1,124,0
P04040,1052,68,0.501,288,585,294,25,1,1,11,2,17,44.1,6,1589,85,25,9
P04041,510,74,0.686,183,375,1046,21,0,1,13,2,25,112.0,8,4601,218,38,1
P04042,143,48,0.373,0,156,924,60,0,1,16,6,22,58.2,14,953,8,113,0
P04043,376,42,0.75,344,596,581,7,0,1,11,1,22,120.0,4,1317,170,4,9
P04044,73,18,0.441,67,0,1786,93,2,3,11,14,24,47.8,16,647,17,105,0
P04045,697,45,0.874,550,1383,68,14,1,1,6,2,30,129.4,7,771,167,22,10
P04046,1752,116,0.942,121,148,446,18,0,0,12,6,30,117.6,6,2117,229,17,14
P04047,1725,36,0.797,327,2229,320,4,0,2,11,0,30,54.2,2,1387,208,18,12
P04048,843,126,1,22,10,485,17,1,1,10,1,28,80.0,1,658,150,30,7
P04049,900,56,0.903,423,276,551,3,1,1,8,4,25,60.8,11,2688,205,23,13
P04050,1234,90,0.356,420,1186,15,46,0,1,6,3,19,84.3,3,636,0,16,6
