Gender,Distance,YearsWorked,HireDate,PreviousSalary,Salary,DepartmentCode
1,<5mile,9,2003-04-08,57K,59K,1
0,~20miles,3,2001-12-17,57K,59K,5
1,~15miles,7,2010-06-21,61K,63K,2
1,~10miles,9,2008-08-26,60K,62K,5
0,~15miles,4,2001-03-21,64K,66K,6
0,~10miles,8,2008-09-13,57K,59K,5
1,~10miles,3,2007-05-20,57K,58K,3
1,~15miles,8,2006-08-19,62K,64K,7
1,>30miles,9,1999-06-01,57K,59K,6
1,~10miles,7,2012-04-28,61K,63K,2
0,~20miles,10,2003-12-28,64K,66K,2
1,~15miles,7,1999-01-24,55K,57K,6
0,>30miles,4,2003-10-29,58K,58K,6
0,~10miles,9,2005-12-26,56K,57K,6
0,~15miles,5,2012-05-27,60K,62K,7
0,~20miles,8,2008-04-12,59K,61K,7
1,>30miles,9,2003-05-31,65K,68K,7
0,~10miles,9,2005-12-14,64K,66K,5
0,>30miles,8,2008-11-02,58K,59K,1
1,~15miles,7,2014-06-24,57K,59K,6
1,~20miles,8,2000-05-11,62K,63K,2
0,~15miles,10,1999-05-13,59K,60K,3
0,~10miles,6,2001-12-08,56K,58K,6
1,~10miles,7,2006-05-25,64K,66K,3
1,~20miles,7,2000-01-27,61K,63K,7
0,~10miles,3,1999-01-23,61K,62K,1
0,~15miles,5,2009-09-27,66K,67K,3
0,~10miles,6,2008-05-17,60K,63K,1
0,~10miles,7,2013-06-27,60K,61K,3
1,~20miles,8,2009-11-29,58K,59K,2
1,~15miles,3,2011-04-18,64K,66K,7
1,~10miles,5,2003-02-13,59K,60K,6
0,~15miles,7,2015-05-05,65K,68K,7
1,~15miles,6,2002-06-16,62K,64K,7
0,~10miles,5,2015-08-22,64K,65K,1
0,~20miles,8,2004-09-24,54K,56K,7
1,~10miles,11,2010-03-22,63K,65K,1
1,~10miles,10,2000-06-27,61K,63K,1
1,~20miles,10,2003-04-27,63K,65K,2
0,~10miles,10,1999-03-16,59K,60K,2
0,~10miles,8,2005-09-27,60K,62K,3
0,>30miles,8,2012-08-18,57K,59K,6
0,~10miles,8,2010-06-03,63K,66K,6
0,~15miles,3,2015-04-17,61K,64K,2
0,~15miles,6,2004-10-27,58K,60K,1
0,~10miles,8,2014-02-10,66K,69K,3
1,~10miles,8,2011-10-01,56K,57K,5
0,~10miles,8,2007-09-22,58K,61K,3
0,~10miles,9,2007-07-12,55K,56K,2
0,~20miles,7,2002-07-12,60K,62K,6
0,~15miles,6,2004-08-05,61K,62K,2
0,~20miles,4,2009-09-10,59K,61K,3
0,~20miles,6,2012-09-13,60K,61K,3
1,~20miles,9,2000-01-02,62K,64K,2
0,~15miles,7,2005-08-15,63K,65K,3
0,>30miles,6,2009-07-23,57K,59K,5
1,>30miles,4,2000-06-11,57K,58K,2
0,~15miles,7,2007-04-02,56K,57K,1
0,>30miles,8,2000-11-03,65K,66K,6
0,~10miles,7,2008-06-15,57K,59K,6
1,~20miles,5,2017-05-13,55K,57K,1
0,~15miles,6,2005-10-25,61K,64K,5
1,~10miles,6,2006-05-25,67K,69K,2
1,~15miles,7,2008-01-20,60K,62K,5
1,~10miles,6,2015-04-28,64K,65K,7
0,~15miles,5,2000-12-23,63K,67K,2
0,>30miles,8,2011-07-02,56K,57K,2
0,>30miles,6,2009-09-01,63K,66K,6
1,~15miles,7,2008-04-26,53K,55K,3
0,~15miles,9,2011-10-31,62K,64K,6
1,~10miles,4,2013-04-04,66K,69K,1
0,~15miles,5,2011-04-21,62K,64K,1
1,~20miles,10,2001-04-24,58K,59K,3
1,~10miles,8,2011-03-15,63K,66K,5
0,~15miles,9,2005-08-19,58K,59K,7
1,~20miles,7,2015-11-29,61K,62K,6
0,~10miles,4,2019-01-16,65K,67K,2
1,~10miles,7,2005-02-12,63K,64K,2
1,~10miles,5,2017-08-14,65K,66K,5
1,~15miles,10,2003-08-26,59K,61K,7
1,~15miles,5,2013-06-03,57K,58K,1
0,~10miles,7,2014-04-26,57K,58K,5
0,~10miles,4,2016-10-28,58K,60K,1
0,~10miles,5,2015-12-28,59K,59K,3
0,~15miles,8,2002-09-27,60K,61K,6
0,~20miles,6,2008-08-01,58K,60K,7
0,<5mile,7,2002-07-26,55K,56K,1
1,<5mile,8,2012-11-15,57K,58K,7
1,>30miles,5,2011-11-21,57K,58K,2
0,~20miles,9,2006-10-21,63K,64K,5
0,<5mile,9,2005-04-24,53K,54K,5
0,~10miles,9,2010-01-19,61K,62K,6
0,<5mile,6,2012-04-07,58K,61K,7
0,>30miles,6,2003-02-09,62K,64K,2
0,~10miles,9,2008-06-07,60K,62K,3
0,~10miles,8,2001-03-11,61K,63K,2
1,~10miles,7,2006-02-01,59K,62K,3
1,<5mile,6,1999-11-02,62K,64K,1
0,~10miles,6,2008-09-30,62K,64K,6
0,~20miles,7,2015-01-29,63K,64K,3
0,~10miles,11,2003-07-21,60K,62K,6
0,~10miles,7,2003-10-28,59K,62K,7
1,~20miles,7,2009-02-14,56K,58K,6
0,~15miles,6,2011-01-12,59K,60K,7
1,<5mile,5,2009-01-20,61K,62K,6
0,~20miles,10,2004-11-27,61K,63K,1
1,~15miles,6,2008-04-15,58K,59K,1
1,~15miles,8,2008-06-11,59K,60K,6
1,~20miles,11,2009-02-11,61K,63K,6
0,~10miles,5,2011-12-14,53K,54K,2
1,~15miles,9,2004-08-14,61K,63K,3
0,>30miles,4,2011-12-22,58K,59K,6
1,~15miles,10,2004-11-15,58K,59K,2
0,>30miles,7,2012-01-22,64K,65K,1
0,~15miles,7,2011-11-25,54K,56K,6
1,~15miles,9,2003-06-29,62K,65K,6
0,~15miles,5,2006-06-06,57K,60K,3
1,>30miles,11,2002-04-17,62K,64K,2
1,~15miles,5,2013-08-02,63K,64K,2
1,~10miles,9,2009-11-16,59K,61K,2
1,~15miles,5,2003-05-29,62K,63K,7
0,<5mile,9,2001-05-22,61K,63K,6
0,~10miles,6,2007-02-24,56K,58K,5
0,~15miles,5,2000-10-19,63K,66K,3
0,>30miles,8,2001-12-11,61K,65K,7
0,~10miles,6,2011-10-10,60K,62K,7
0,~15miles,6,2011-09-24,57K,60K,1
0,~15miles,7,2011-01-19,55K,56K,3
0,~20miles,6,2000-05-07,63K,66K,7
0,~10miles,6,2006-02-28,62K,64K,6
1,<5mile,13,1999-07-08,62K,63K,7
0,>30miles,7,2014-05-31,59K,63K,5
0,~15miles,5,2016-07-19,59K,61K,2
0,<5mile,5,2013-04-14,57K,59K,3
0,~15miles,11,2001-08-06,60K,61K,3
1,~20miles,5,2008-09-19,58K,60K,6
1,~20miles,8,2014-05-18,59K,61K,3
0,>30miles,7,2001-05-24,59K,62K,2
0,~15miles,6,2002-01-02,57K,58K,6
0,~15miles,8,2001-03-11,64K,65K,1
0,~15miles,6,2001-11-21,62K,64K,2
0,~10miles,7,2001-12-15,53K,53K,7
1,~15miles,9,2006-04-14,56K,59K,1
0,<5mile,7,2004-06-09,62K,64K,7
1,<5mile,4,1999-08-24,57K,59K,1
0,~15miles,7,2016-01-28,60K,61K,3
1,<5mile,11,2005-11-04,62K,63K,3
0,~20miles,4,2000-11-08,53K,55K,1
1,~20miles,7,2005-06-03,55K,57K,2
1,~10miles,6,1999-06-03,63K,64K,7
1,~15miles,8,2008-11-13,57K,58K,7
0,~10miles,8,2011-12-22,57K,59K,6
0,~20miles,6,2009-07-20,56K,57K,6
1,~20miles,6,2004-05-20,61K,62K,5
0,~10miles,11,2007-11-19,63K,64K,6
0,~20miles,7,2014-04-25,58K,60K,5
0,~15miles,7,2003-01-29,56K,59K,6
0,~15miles,5,2017-12-27,57K,59K,2
1,~10miles,7,2006-07-13,60K,61K,1
1,~15miles,6,2000-01-14,57K,59K,1
0,~15miles,7,2002-03-28,58K,59K,6
0,~20miles,6,2016-01-25,59K,60K,6
0,~10miles,8,2004-05-24,62K,65K,6
0,~15miles,7,2011-08-23,62K,65K,5
0,~15miles,7,2001-04-21,58K,60K,7
1,~15miles,5,1999-03-18,58K,60K,7
0,~10miles,7,2009-04-28,59K,62K,1
0,~10miles,7,2009-08-21,60K,61K,5
0,~20miles,7,2008-05-10,56K,57K,6
0,~10miles,8,2010-02-23,60K,62K,1
1,<5mile,7,2000-11-27,60K,61K,7
1,~15miles,8,2009-10-10,61K,63K,5
1,~20miles,9,2008-11-28,57K,59K,6
0,>30miles,11,2002-07-01,65K,68K,2
0,~20miles,8,2004-01-08,58K,59K,3
0,~10miles,6,2012-10-01,53K,55K,6
0,~20miles,9,2006-07-28,55K,57K,1
0,~20miles,5,2011-08-12,55K,56K,7
0,>30miles,5,2013-07-18,54K,55K,5
0,~15miles,6,2004-01-29,61K,64K,3
0,>30miles,6,2009-11-26,62K,64K,2
0,~15miles,8,2000-11-25,62K,63K,5
0,~20miles,8,1999-01-18,59K,61K,6
0,~20miles,8,2008-05-21,61K,63K,6
0,<5mile,10,2012-09-04,58K,58K,1
1,>30miles,10,2005-06-29,53K,55K,1
0,~15miles,9,2008-08-26,60K,61K,6
0,>30miles,8,2003-04-05,56K,59K,1
1,~10miles,6,2011-10-31,62K,64K,2
0,~10miles,6,2001-02-25,61K,64K,7
1,<5mile,6,2010-06-03,55K,57K,5
1,>30miles,9,2003-11-06,58K,60K,7
0,<5mile,8,1999-04-21,62K,63K,5
0,>30miles,5,2009-09-17,55K,56K,7
0,~10miles,8,2000-07-05,66K,69K,7
0,~10miles,4,1999-04-19,60K,63K,6
0,~15miles,11,2007-10-28,60K,62K,5
1,<5mile,8,2005-03-29,60K,61K,6
0,~15miles,10,2007-07-19,55K,56K,6
0,~15miles,9,2012-05-14,62K,64K,6
1,~15miles,9,2011-06-08,57K,58K,7
0,~15miles,8,2005-01-18,59K,61K,3
0,>30miles,5,2016-07-08,63K,66K,1
0,~15miles,6,2005-12-28,62K,64K,2
0,~15miles,6,2015-04-27,57K,58K,6
0,~10miles,9,2010-02-14,57K,59K,3
0,~10miles,6,2001-07-26,57K,58K,5
0,~20miles,9,2003-03-02,55K,58K,7
0,~10miles,9,2007-06-23,57K,60K,5
0,~20miles,6,2013-09-28,59K,60K,6
0,~15miles,4,2005-10-15,56K,58K,5
1,~10miles,8,2000-04-23,60K,61K,3
1,~10miles,7,2006-05-24,56K,58K,1
0,~15miles,8,2011-08-06,59K,61K,6
0,~15miles,9,2006-02-20,59K,61K,5
0,~20miles,8,2004-02-02,61K,63K,1
1,~15miles,10,2001-06-15,65K,67K,2
0,~10miles,6,2014-08-23,60K,62K,7
0,~10miles,7,2010-02-05,54K,56K,6
0,~10miles,6,2010-05-05,64K,65K,3
0,~10miles,5,2001-01-07,59K,60K,7
1,>30miles,8,2002-08-30,57K,60K,1
1,>30miles,6,2001-11-08,56K,58K,2
1,~15miles,10,2001-01-23,58K,59K,3
1,~10miles,6,2009-09-09,53K,55K,3
0,~15miles,7,2003-07-10,63K,66K,6
0,~15miles,4,2012-11-20,58K,60K,3
0,~10miles,9,2006-11-10,61K,62K,7
0,~20miles,7,2006-08-14,60K,61K,1
0,~15miles,7,2014-05-15,60K,62K,7
0,<5mile,9,2006-04-02,60K,62K,6
1,,7,2015-03-11,60K,61K,6
1,~20miles,7,2004-05-01,62K,64K,6
0,~20miles,9,2012-11-11,62K,64K,5
1,~10miles,7,2000-02-27,58K,60K,2
0,~10miles,11,2000-10-12,62K,63K,1
1,~10miles,7,2009-07-06,66K,69K,1
1,~20miles,9,2007-09-12,56K,57K,1
1,~15miles,8,2005-09-17,63K,64K,6
0,~20miles,6,2002-01-22,61K,63K,5
0,~10miles,9,2001-02-26,60K,61K,7
0,~20miles,8,2011-01-13,57K,58K,7
1,<5mile,7,2003-12-12,60K,61K,1
0,~10miles,10,2010-01-21,64K,65K,3
0,~10miles,5,2009-11-20,63K,65K,3
0,~10miles,6,1999-10-22,54K,55K,1
1,<5mile,11,2005-10-31,63K,64K,6
0,~15miles,5,2017-05-15,58K,59K,2
0,~20miles,9,2010-06-13,58K,58K,3
1,~10miles,6,2006-11-29,60K,63K,7
0,~20miles,4,2014-09-16,60K,64K,7
1,>30miles,9,2003-06-03,60K,62K,3
0,~15miles,8,2001-01-30,60K,64K,6
1,~15miles,7,2003-03-26,59K,61K,6
1,~20miles,6,2015-06-18,59K,61K,7
0,~15miles,6,2010-10-12,57K,59K,2
0,~10miles,7,2011-04-09,55K,56K,3
0,~15miles,8,2001-12-24,63K,66K,3
1,~10miles,10,2002-11-13,63K,66K,1
1,~15miles,11,2003-02-23,55K,57K,3
0,>30miles,8,2007-12-14,59K,60K,6
0,~15miles,6,2005-01-12,59K,59K,1
1,~20miles,7,2007-10-20,54K,56K,6
1,~15miles,7,2004-08-23,61K,62K,3
0,~10miles,8,2014-08-02,56K,57K,3
0,~15miles,8,2003-04-14,56K,59K,3
0,>30miles,8,2012-04-03,57K,60K,5
0,<5mile,9,2012-12-08,52K,54K,2
1,~15miles,8,2010-06-09,60K,61K,1
1,~15miles,8,2000-06-04,59K,60K,6
0,~10miles,7,2010-10-15,63K,64K,6
1,~20miles,6,2012-11-16,63K,66K,6
0,>30miles,11,2003-05-27,64K,65K,2
1,~10miles,6,2004-08-25,55K,57K,1
1,>30miles,7,2009-01-04,61K,62K,3
0,~20miles,11,2001-07-30,60K,62K,3
1,~15miles,4,2017-06-28,55K,56K,7
1,~15miles,5,2005-08-30,61K,63K,1
1,<5mile,7,2002-03-28,59K,62K,5
0,~15miles,7,2005-06-13,55K,57K,6
0,~15miles,4,2007-05-30,61K,63K,7
1,~20miles,6,2015-10-20,62K,64K,1
0,~15miles,10,1999-02-26,60K,62K,5
1,~20miles,9,2008-02-04,52K,53K,3
0,~10miles,6,2014-12-17,59K,60K,1
0,~15miles,10,2002-01-02,60K,62K,7
1,<5mile,8,2009-04-24,60K,62K,5
0,~10miles,11,2006-12-26,55K,58K,7
1,>30miles,6,2004-07-23,61K,62K,2
0,~15miles,11,2008-02-11,57K,58K,6
0,~15miles,9,2000-07-20,53K,55K,2
0,~10miles,4,2018-11-23,61K,62K,2
1,~15miles,6,2001-02-02,63K,64K,1
1,<5mile,9,2013-01-09,61K,63K,5
0,<5mile,8,2003-06-10,59K,62K,7
0,>30miles,5,2004-11-19,60K,62K,2
1,~15miles,7,2008-12-07,64K,67K,3
0,~15miles,10,2010-10-29,67K,68K,7
0,~10miles,8,2011-09-25,61K,62K,5
1,~10miles,4,1999-07-04,57K,58K,6
0,~20miles,8,1999-06-10,60K,62K,1
0,<5mile,6,2014-04-17,62K,63K,6
1,~15miles,9,2012-04-01,61K,63K,1
0,~20miles,5,1999-02-23,60K,62K,5
1,<5mile,8,2000-01-14,58K,60K,2
0,~10miles,6,2015-03-03,61K,62K,3
0,~15miles,9,2007-06-14,56K,58K,6
0,~20miles,7,2001-11-18,61K,62K,1
1,~20miles,7,2011-10-25,61K,63K,6
1,~20miles,6,2006-09-02,57K,59K,2
1,~20miles,6,2009-02-23,59K,61K,1
0,>30miles,9,2012-02-12,63K,64K,5
0,~20miles,7,2011-01-08,56K,57K,5
1,>30miles,7,2016-01-10,55K,57K,3
1,~20miles,3,2017-08-29,56K,59K,5
1,~15miles,7,2002-12-23,55K,56K,7
1,~15miles,9,2007-06-03,59K,61K,3
0,<5mile,6,2011-11-15,60K,62K,7
0,<5mile,7,1999-06-17,62K,64K,1
0,~10miles,6,2005-02-05,64K,68K,3
0,~10miles,6,2003-06-13,60K,62K,3
1,~15miles,4,2001-09-30,56K,56K,3
1,~10miles,5,1999-01-13,58K,60K,2
0,~10miles,8,2007-12-27,61K,63K,2
0,~20miles,8,2012-07-09,63K,64K,7
0,>30miles,8,2010-07-13,56K,58K,3
0,~15miles,5,2017-10-26,58K,60K,6
0,~10miles,8,2007-02-15,62K,64K,3
0,~10miles,6,2003-11-30,58K,59K,6
1,~10miles,9,2000-09-15,58K,60K,7
1,<5mile,11,2010-01-15,57K,58K,1
1,~15miles,4,2012-07-16,56K,58K,2
0,>30miles,6,2008-05-13,57K,58K,2
1,>30miles,11,2000-08-29,61K,62K,7
1,~10miles,8,2012-07-26,54K,57K,3
0,~20miles,10,2008-01-17,63K,64K,7
1,~20miles,2,2018-02-04,65K,66K,7
1,~10miles,9,2004-08-11,62K,64K,2
0,~10miles,3,2010-08-02,64K,67K,3
1,~20miles,8,2008-01-05,60K,62K,3
0,~10miles,5,2008-09-04,57K,59K,5
0,~20miles,7,1999-05-29,59K,61K,3
0,~15miles,6,2007-09-25,58K,62K,2
1,~10miles,10,2008-11-06,57K,60K,1
1,~15miles,6,2015-05-06,64K,66K,7
1,>30miles,7,2015-08-10,57K,58K,2
0,~20miles,7,2007-07-14,57K,59K,5
1,>30miles,8,2014-12-12,57K,59K,2
1,~15miles,10,2001-03-12,53K,54K,1
1,<5mile,7,2004-07-10,64K,65K,7
0,~15miles,6,2006-12-24,61K,62K,5
1,~15miles,11,1999-07-28,60K,63K,5
0,~15miles,6,1999-05-19,60K,61K,2
1,~20miles,5,2008-07-07,66K,67K,6
0,~15miles,8,2003-09-20,61K,63K,2
0,~15miles,9,2003-07-30,62K,64K,2
0,~20miles,7,2002-03-22,56K,59K,5
0,~15miles,7,2013-05-31,62K,64K,2
0,~10miles,11,2003-01-30,64K,66K,5
1,~20miles,6,2012-10-23,60K,62K,7
0,~10miles,7,2015-07-28,63K,64K,6
0,~10miles,8,2007-05-21,57K,58K,7
1,~10miles,9,2012-03-23,63K,65K,7
1,~20miles,5,2017-05-02,60K,62K,3
0,~20miles,4,2016-08-24,55K,56K,6
0,~15miles,10,2006-03-20,60K,61K,3
0,~15miles,8,2014-09-13,61K,62K,3
0,~20miles,7,2006-04-09,60K,61K,6
0,~15miles,9,2013-04-19,61K,62K,2
1,~20miles,3,2001-08-19,59K,60K,7
1,~10miles,8,2005-03-11,58K,59K,7
0,~10miles,8,2007-08-06,59K,61K,2
0,>30miles,8,2012-04-14,58K,60K,1
0,<5mile,6,2008-06-08,57K,59K,6
1,>30miles,8,2000-09-03,61K,62K,2
1,>30miles,8,1999-03-13,55K,56K,6
1,~15miles,5,2001-10-20,57K,58K,1
0,~15miles,6,2006-10-07,57K,58K,1
1,~10miles,7,2015-10-30,64K,65K,7
0,~20miles,6,2012-03-14,56K,57K,6
0,~20miles,5,2017-12-21,60K,62K,1
0,~20miles,9,2002-11-24,66K,68K,5
1,~15miles,7,2001-08-20,61K,62K,7
0,~10miles,9,1999-07-08,59K,60K,1
0,~15miles,11,2001-01-24,61K,62K,1
1,>30miles,3,2014-09-10,60K,62K,6
0,<5mile,7,2004-04-18,59K,61K,2
1,~20miles,9,1999-09-24,56K,58K,7
0,~20miles,4,2011-09-04,59K,60K,5
0,~10miles,8,2006-05-22,66K,69K,3
0,~20miles,6,2010-01-18,54K,56K,6
0,>30miles,8,1999-05-27,55K,56K,7
0,~15miles,8,2006-03-11,60K,64K,3
0,~10miles,4,2009-01-02,65K,66K,7
0,~15miles,7,2004-11-04,58K,60K,7
1,>30miles,5,2002-12-25,62K,63K,7
1,>30miles,6,2003-02-15,61K,62K,1
1,~20miles,4,2015-01-29,60K,62K,3
0,~15miles,7,2001-02-07,56K,58K,7
0,<5mile,6,2007-01-07,61K,63K,1
1,~10miles,3,2004-09-16,61K,63K,5
0,>30miles,9,2002-06-11,57K,59K,2
1,~15miles,5,2017-12-26,64K,65K,2
0,~20miles,5,2008-05-31,60K,61K,3
0,~15miles,8,2013-11-13,62K,63K,2
0,~10miles,8,2000-06-30,57K,58K,3
0,~20miles,7,2000-07-25,62K,64K,3
0,~15miles,6,2012-06-24,58K,59K,5
1,~20miles,6,2007-12-08,60K,61K,3
1,>30miles,9,2000-12-22,62K,64K,5
0,~10miles,7,2006-08-21,60K,62K,6
0,<5mile,6,2008-07-18,63K,64K,3
0,~15miles,7,2012-12-03,60K,63K,6
0,~10miles,7,2006-06-21,56K,58K,6
1,~10miles,7,2006-06-23,59K,63K,7
1,~15miles,5,2016-05-18,63K,66K,2
0,~10miles,10,2012-04-10,62K,63K,5
1,>30miles,7,2013-10-01,62K,63K,1
1,~15miles,4,2015-09-10,61K,62K,5
0,>30miles,6,2004-06-23,63K,66K,5
0,~15miles,11,2007-07-21,61K,63K,3
0,~10miles,6,2000-08-27,60K,62K,7
0,>30miles,7,2008-02-06,51K,52K,1
1,>30miles,5,2012-03-09,60K,62K,5
1,>30miles,6,2002-07-24,62K,63K,5
0,<5mile,6,2007-05-07,61K,63K,1
1,~15miles,6,2002-06-28,59K,62K,6
0,~15miles,5,2015-11-16,63K,64K,6
0,~15miles,4,2017-06-11,63K,64K,2
1,<5mile,9,2000-09-10,63K,66K,1
0,~15miles,7,2008-09-28,56K,58K,3
0,~20miles,7,2004-03-28,65K,65K,5
0,~10miles,9,2000-07-04,54K,55K,3
0,~20miles,6,2013-10-11,54K,56K,3
1,~20miles,6,2014-08-22,53K,55K,6
0,~15miles,9,2006-05-02,62K,64K,5
0,~10miles,9,2002-10-27,61K,62K,2
1,~10miles,9,1999-10-08,59K,61K,7
0,>30miles,9,2012-11-20,59K,60K,6
1,~15miles,7,1999-03-04,64K,67K,3
0,~10miles,7,2008-09-04,62K,63K,7
1,~15miles,4,2002-03-04,63K,64K,1
1,~20miles,9,2009-09-12,58K,60K,2
1,~10miles,5,2001-04-20,59K,61K,3
0,~10miles,9,2005-07-10,58K,59K,5
0,~10miles,9,2007-09-09,61K,61K,7
0,~10miles,6,2004-04-04,61K,63K,1
0,~10miles,9,2012-03-28,61K,63K,5
1,~10miles,6,2000-01-18,58K,60K,5
0,~15miles,6,2002-11-30,63K,64K,3
0,~15miles,9,2000-02-19,61K,63K,5
0,~10miles,10,2012-06-05,62K,63K,2
1,~20miles,8,2010-10-21,59K,61K,2
0,~20miles,8,2003-11-17,56K,58K,7
1,~10miles,7,2010-02-11,57K,58K,6
0,<5mile,5,2012-05-20,57K,59K,1
0,~10miles,6,2010-03-13,56K,57K,7
0,~15miles,8,2006-07-12,60K,63K,2
0,~10miles,8,2010-04-17,57K,58K,7
1,~20miles,4,2004-08-10,63K,66K,6
1,~10miles,5,2013-11-10,60K,61K,5
1,~15miles,7,2001-10-28,58K,60K,1
0,~15miles,8,2012-05-28,65K,66K,5
0,~10miles,8,2001-09-04,58K,59K,1
0,~20miles,7,2011-10-24,56K,58K,2
1,~15miles,6,2010-09-08,59K,60K,6
1,~20miles,10,2000-05-17,61K,64K,5
0,<5mile,3,2000-09-26,60K,61K,7
1,~10miles,3,2017-03-18,60K,62K,6
0,~15miles,5,2016-01-21,61K,62K,6
0,~10miles,12,2009-10-11,62K,63K,6
0,~20miles,7,1999-08-25,64K,65K,5
0,~15miles,5,2000-09-06,59K,60K,2
0,~20miles,4,2002-03-22,63K,65K,6
0,~10miles,6,2011-08-01,54K,57K,1
0,~20miles,8,2000-01-02,59K,60K,5
1,~15miles,5,2005-02-01,59K,61K,5
0,<5mile,5,2000-01-02,60K,61K,2
0,~10miles,6,2012-06-11,60K,62K,7
0,~10miles,8,2002-01-06,62K,63K,7
1,~15miles,6,2005-09-02,58K,60K,6
1,~20miles,9,2010-04-16,62K,64K,7
0,>30miles,7,2008-04-25,56K,59K,6
1,~20miles,11,2005-08-27,60K,62K,7
0,>30miles,5,2000-09-08,60K,62K,2
0,~20miles,4,2003-08-09,59K,60K,2
0,~10miles,10,2004-12-09,57K,59K,7
1,~20miles,7,2011-12-07,61K,62K,3
1,~20miles,8,2001-05-22,56K,58K,1
0,>30miles,6,2000-10-29,60K,61K,3
1,~20miles,7,2003-09-07,60K,61K,2
1,~20miles,6,2002-09-11,59K,61K,6
0,~15miles,11,2005-01-11,60K,62K,5
0,~20miles,3,2000-01-14,57K,58K,2
1,~15miles,6,2012-12-01,64K,66K,2
1,~10miles,5,2009-10-16,60K,61K,6
0,~10miles,7,2010-12-27,52K,54K,5
1,~10miles,8,2012-05-29,59K,60K,1
0,~15miles,7,2005-06-01,57K,60K,5
1,~20miles,5,2013-09-26,57K,59K,3
0,~15miles,6,2003-11-11,64K,67K,3
0,~10miles,9,2013-05-06,64K,67K,3
1,~15miles,3,2015-03-18,64K,66K,5
1,~10miles,6,2016-03-11,59K,60K,2
0,~15miles,9,2007-01-27,63K,64K,3
0,~20miles,7,2015-08-04,55K,58K,7
0,~20miles,7,1999-10-23,59K,60K,1
0,>30miles,5,2015-05-05,56K,57K,1
0,~10miles,7,2004-11-20,64K,65K,7
0,>30miles,6,2014-09-05,62K,66K,6
0,~10miles,8,2007-09-29,61K,64K,2
0,~10miles,10,2002-03-29,64K,68K,2
0,~10miles,7,2013-06-29,61K,64K,2
1,~15miles,4,2001-06-09,60K,64K,6
1,~10miles,8,2008-09-24,60K,62K,2
0,~20miles,7,2010-06-14,64K,65K,7
1,~15miles,6,2006-04-01,56K,57K,6
0,~15miles,8,2000-07-09,62K,64K,2
0,>30miles,6,2007-12-08,56K,57K,7
0,~10miles,4,2011-08-31,63K,64K,6
1,~10miles,6,2003-08-01,65K,68K,6
0,~20miles,4,2013-03-06,59K,60K,2
1,~15miles,6,2010-04-06,56K,58K,5
0,~10miles,8,2008-05-25,54K,55K,3
1,<5mile,8,2003-12-27,62K,64K,6
1,~10miles,8,2001-04-30,58K,59K,6
1,~10miles,6,2008-03-13,59K,62K,6
0,~15miles,3,2012-07-11,54K,57K,7
1,<5mile,6,1999-08-07,59K,61K,1
0,>30miles,6,2008-09-12,59K,61K,6
1,~20miles,10,2011-05-24,60K,62K,5
1,~15miles,9,2001-12-06,52K,53K,2
1,~15miles,7,2002-09-07,60K,64K,7
0,~15miles,6,2004-03-19,60K,61K,5
1,<5mile,4,2018-12-01,62K,62K,5
0,~15miles,6,2013-12-23,59K,61K,3
0,<5mile,8,2006-03-31,64K,66K,5
1,~20miles,7,2006-06-11,61K,62K,6
0,<5mile,8,2012-03-29,58K,59K,5
0,<5mile,8,2001-02-27,51K,52K,2
0,~20miles,6,2009-08-12,61K,62K,3
1,~20miles,9,2010-10-23,63K,65K,1
1,~10miles,5,2001-08-10,65K,69K,5
1,~10miles,6,2010-05-03,61K,63K,6
0,~15miles,3,2003-11-22,64K,64K,1
1,~10miles,6,2017-02-08,57K,60K,3
0,~15miles,10,2011-04-06,62K,63K,7
1,~20miles,10,2001-11-23,57K,58K,6
0,>30miles,8,2008-08-07,56K,58K,3
1,~15miles,5,2004-01-21,53K,55K,1
1,~20miles,7,2007-09-12,61K,64K,1
0,~20miles,7,2003-07-01,60K,61K,2
0,~10miles,8,2014-07-22,60K,63K,7
1,>30miles,5,2011-05-03,54K,56K,2
1,~10miles,9,2008-09-22,55K,56K,2
0,~10miles,6,2007-08-23,61K,62K,1
0,<5mile,10,2000-03-01,64K,66K,1
1,~10miles,4,2003-06-11,62K,63K,1
0,~15miles,9,2003-03-26,61K,63K,7
0,~15miles,7,2009-12-28,59K,60K,5
1,~15miles,5,2005-03-31,58K,60K,5
0,~15miles,5,2000-01-22,61K,63K,5
1,~15miles,8,2011-10-03,59K,61K,5
1,>30miles,9,2006-03-31,55K,57K,3
0,~10miles,9,2006-08-16,62K,64K,6
0,~10miles,9,2006-01-11,59K,61K,2
1,~15miles,9,2010-06-17,62K,64K,3
1,~15miles,5,2017-08-06,60K,62K,2
0,~20miles,11,2010-09-22,56K,58K,3
1,~15miles,6,2008-11-16,61K,62K,1
0,~20miles,9,2003-05-05,61K,62K,5
0,~10miles,4,2015-05-06,60K,61K,7
0,~15miles,7,2009-01-16,56K,57K,3
1,>30miles,5,2009-04-10,61K,62K,3
0,~10miles,8,2004-04-20,58K,59K,1
1,~10miles,8,2011-09-07,54K,55K,2
0,~20miles,8,2009-03-19,56K,58K,6
0,~15miles,7,2009-06-20,56K,58K,1
0,~20miles,7,1999-04-15,57K,59K,3
0,<5mile,8,2010-12-14,60K,62K,2
0,~10miles,9,2005-07-19,58K,59K,1
